descricao;clean
BETOPTIC 0,5% 5 ML;7896548114612
RETEMIC 5 MG;7896637022569
FILMCEL COLIRIO 10 ML;7897316801734
CARDBET 12,5MG;7895296261012
BLEPHAGEL 40 GRAMAS;3662042000249
BROMAZEPAM 6MG;7896714212371
METREXATO 2,5 MG;7896014669028
CLORIDRATO DE VERAPAMIL RETARD 120MG;7896181904298
PRATIDERM POMADA 60G;7898148296255
LATANOPROSTA 0,05 MG C/ 2,5 MG;7896004724508
PROLOPA 100+25 MG;7896226503721
FORMOCAPS 12 MG;7896181907558
LORAZEPAM 2 MG;7896004709383
LENCO UMEDECIDO;7898138781952
ENALAPRIL 20 MG;7896112126270
JANUMET 50/850MG;7897337708180
OXALATO DE ESCITLOPRAM 10MG;7899095238671
SILDENAFILA 50MG;7896714226705
DONEPEZILA 5MG;8902220108677
ARTICO 1,5G / 1,2G;7891317457341
BIMATOPROSTA 0,3 MG 3 ML;7896004724690
AMYTRIL 75 MG;7896676410518
CENTRUM;7891045040686
HYDREA 500 MG;7896016800696
RIVOTRIL 2,5 MG/ML;7896226501239
LIMBITROL;7898168007039
PONDERA 10MG;7891317421526
FORASEQ 12MCG+ 400MCG;7896261015494
NORTRIPTILINA 75MG;7896422516303
FRALDA PERSONAL;7896110005706
CARDBET 25MG;7895296261029
ATORVASTATINA 40MG;7895296087131
MIRTAZAPINA 30 MG;7898361880842
METRONIDAZOL 100MGG GELEIA VAGINAL 50G C1 -;7896137102532
METRONIDAZOL 100MG/G GEL VAG 50G + 10 APLIC S/C GE;7899547507409
METRONIDAZOL 250MG CP (ITEM: );7898148294459
METRONIDAZOL 250MG COMPRIMIDO EMBALADO EM BLISTER.;7898148294459
MICONAZOL CREME BAG 2% BISNAGA;7898148295357
IMUNEN 50MG CP;7896676403367
METRONIDAZOL 5MG ML 100ML (G);7899498608057
METRONIDAZOL 100MG  TB 50G PRATI DONADUZZI PRATI  DONADUZZI;7898148304851
MICONAZOL 20MG 80G PRATI DONADUZZI PRATI  DONADUZZI;7898148304912
METRONIDAZOL 100MG 50G  (HELMIZOL) TEUTO;7896112143116
NITRAZEPAM 5 MG C/ 20 CP;7896004711508
METRONIDAZOL 250MG 020CP(AM)(G)PRT BLT;7898148294459
METRONIDAZOL 5MG/ML SOL.INJ. 100ML FABRICANTE: FARMACE;7898166041622
METRONIDAZOL 5MG/ML SOL.INJ. 100ML FABRICANTE: FRESENIUS;7899498608057
VICTOZA 6MG/ML;7897705201770
ARTROLIVE SACHE;7896658021268
METRONIDAZOL 100MGG GELEIA VAGINAL 50G -;7896137102532
METRONIDAZOL 100MG/G GEL VAG 50G + 10 APLIC S/C GEN;7899547507409
METRONIDAZOL 250MG GENERICO PRATI, DONADUZZI.;7898148294459
METRONIDAZOL 100MG/G 50G GEL VAGINAL SOBRAL;7899547507409
TERMOMETRO CLINICO COMUM;1000035200856
MICONAZOL (NITRATO) 20MG/G 80G;7898148295333
BENZOILMETRONIDAZOL 40MG/ML 120ML SUSP ORAL SIGMA PHARMA EMS;7896004702049
METRONIDAZOL 250MG PRATI DONADUZZI;7898148294459
MICONAZOL NITRATO CREME VAGINAL 20MG C/ APLICADOR BISN. 80G;7898148295333
METRONIDAZOL 250 MG COMPRIMIDO;7898148294459
IMURAN 50MG C/50 COMPRIMIDOS;7895858010362
METRONIDAZOL 40MG/120ML SUSP. ORAL (GENERICO) 0N6670 07/2020;7896004702049
METRONIDAZOL 0,5 G/ 100ML IV GENERICO FRESENIUS KABI;7897947706712
METRONIDAZOL 500MG CR VAG TUBO 50G;7890000069571
METRONIDAZOL 400MG -;7898148294459
NITRATO PRATA 10MGML 5ML -;7898148304912
NITRATO DE MICONAZOL CR 28GR GENERICO;7896523208893
METRONIDAZOL 250MG COM .AVENTIS;7898148294459
HELMIZOL 250 MG 20 CPR SIM (+) TEUTO;7896112140528
METRONIDAZOL 5MG/ML 100ML FARMACE;7897947706712
MICONAZOL 20MG/G 28G TB CREME DERMATOLOG;7898148295357
CIOLECALCIFEROL 3300UI/ML - FRASCO 10ML;7897322707617
ADDERA D3 10ML FR;7897322707617
METRONIDAZOL CREME VAGINAL 100MG 50G (G);4064473
NITRATO DE MICONAZOL 20MG/G CR;7898148304912
BENZOILMETRONIDAZOL 40MG/ML PE;7896112122975
METRONIDAZOL 250MG C/20CP;7896714205809
METRONIDAZOL 250 MG COMPRIMIDO PRATI, DONADUZZI;7898148294459
FLAGIMAX 200MG/ML 100ML FR;7897917001557
METRONIDAZOL 250MG *;7898148294459
HELMIZOL 400MG CX 24 COMP;7896112128915
METRONIDAZOL+NIST C.VAG GN PRA;7898148294435
METRONIDAZOL, 100MG/G, CREME VAGINAL, COM APLICADOR BISNAGA 50G  - PRATI;7898148304851
METRONIDAZOL 0,5 G/ 100ML  IV  GENERICO FRESENIUS KABI;7897947706712
METRONIDAZOL 5MG/ML 100ML BOLSA ABL;7897947706712
METRONIDAZOL (BENZOILMETRONIDAZOL)  (40MG/ML 4%) 200MG/5ML FR;7897917001557
GINO MIZONOL 20MG CR VAG 80G C/14 APL/GEOLAB;7899095202511
BENZOILMETRONIDAZOL SUSP ORAL 40MG 120ML/EMS GEN;7896004702049
METRONIDAZOL 100MG GEL VAG. 50 G+ 10 APL;7890000046367
ENTOCORT 3 MG CAPS C/45;7896206401306
REMERON SOLTAB 15 MG CPR C/30 (C1);7897572001435
ZIRVIT MULTI CPR C/30;7896317901238
OSSOPORIN D3 C/ 60 COMP;7898085850121
ROHYDORM 2 MG CPR C/20 (B1);7894916501255
MESACOL 250 MG SUPOSIT.C/10;7896641803062
AMYTRIL 10 MG C.30 COMP;7896676413045
JANUVIA 100 MG CPR C/28;7897337706742
RAZAPINA 30MG C/28;7897595608307
BUP 150MG C/60;7891317438944
ALENIA REFIL INALACAO C/60CAPSULAS;7896181905288
TEUTOVIT-E 400 MG CAPS C/30;7896112116929
METRONIDAZOL 40MGML SUSP ORAL 100ML -;7896004702049
BENZOILMETRONIDAZOL 40MGML SUSP ORAL 120ML C1 -;7896004702049
IMUSSUPREX 50 MG C/ 50 CP REV;7894916501422
VODOL UNIAOQ ANDROMED PO 30 GRS;7896006296003
VODOL UNIAOQ ANDROMED 20MG SPRAY 60ML;7896006224181
MICONAZOL NITRATO 2% 80GR CREME VAGINAL PRATI, DONADUZZI;7899547507461
METRONIDAZOL GEL VAG 100MG 10APLIC TEUT P.M.C. 18.03;7896112191919
MICONAZOL (NITRATO) 20MG/G 28G TB CREME DERMATOLOGICO;7898148295357
METRONIDAZOL 250 MG - PRATIDONAD;7898148294459
CICLOBENZAPRINA (CLORIDRATO) 5MG + CAFEINA 30MG;7896637022835
IMURAN;7895858010362
METRONIDAZOL, 250 MG GENERICO PRATI, DONADUZZI.;7898148294459
MICONAZOL, 2%, CREME VAGINAL BISNAGA 80G - PRATI;7898148295357
FRALDA FEROZ CONFORT XXG C/ 56 UN;7899693201442
OMEGA 3 1000MG C/ 120 CAPS;7898557141122
ENSURE BAUNILHA 900G;7891158100246
JANUMET XR 100/1000MG C/ 30 COMP;7897337711081
ENSURE BAUNILHA 400G;7891158100253
METRONIDAZOL 250MG COMP;7898148294459
CICONAZOL CR 28G P.M.C. 19.39;7896523208909
METRONIDAZOL 100 MG/G GEL VAG X 50G.PRATI DONADUZZI;7898148294466
METRONIDAZOL 5MG ML 100ML CX C 80 FR (G);7899498608057
METRONIDAZOL CREME VAGINAL 100MG 50G  G;4064473
MICONAZOL, NITRATO, CREME VAGINAL 2% 80G - PRATI;7898148295333
METRONIDAZOL 40MG/ML SUSPENSAO ORAL FR 100ML BELFAR;7897917001557
BENZOILMETRONIDAZOL SUSP.120 ML;7896004702049
BENZOILMETRONIDAZOL-40MG/ML SUS FR 100ML + COPO GEN;4070696
METRONIDAZOL 40MG/ML 120ML BENZOILMETRONIDAZOL GENERICO GRUPO EMS SIGMA PHARMA;7896004702049
MICONAZOL NITRATO 28GR CREME DERMATOLOGICO GENERICO PRATI, DONADUZZI;7898148295357
MICONAZOL CR VAGINAL 0,02 GENERICO PRATI, DONADUZZI.;7898148295357
METRONIDAZOL 250MG C600 -;7898148294459
BENZOILMETRONIDAZOL 40MGML SUSP ORAL 100ML -;7896004702049
METRONIDAZOL 5MG/ML - 100 ML;7897947706712
MICONAZOL 20MG/G 80G + 14 APLIC CREME VAG TB;7898148295333
FLAGIMAX 200MG/5ML (40MG/ML 4%) 100ML FR;7897917001557
METRONIDAZOL 5MGML BOLSA 100ML -;7897947706712
MICONAZOL (NITRATO DE) CREME 2%;7898148295357
METRONIDAZOL G. TEU GEL VAG 50 G 10 APL (*);7896112102700
METRONIDAZOL + NIST G. TEU CR VAG 50 G 10 APL (*);7896112196082
CLOPIN 75MG C/30 COMP;7896658011924
ALENIA 12+400 MG CAPS C/60+INALADOR;7896181911999
RISEDROSS 35 MG CPR C/4;7894916505178
LEVOID 50 MG CPR C/30;7896658008764
METRONIDAZOL 5MG/ML - INJETAVEL - FRESENIUS;7897947706712
METRONIDAZOL 5MG/ML SOLUCAO INJETAVEL SISTEMA FECHADO FRASCO 100ML - FRESENIUS;7897947706712
METRONIDAZOL 400MG COMP (FLAGYL) SANOFI AVENTIS;7896070600799
MICONAZOL 20MG/G 80G + 14 APLIC CREME VAG;7898148295333
METRONIDAZOL 5MG/ML INJ IV BSF 100ML HGA FRESE;7899498608057
METRONIDAZOL 500MG/5G GELEIA VAG 50G+10APL(G)PRT;4064473
MICONAZOL 2% 80GR CREME VAGINAL C/14 GENERICO HIPOLABOR;7898470681576
METRONIDAZOL 250MG COM/PRATIDONADUZZI;7890000073493
METRONIDAZOL 5MG/ML - SOLUCAO INJETAVEL - (BOLSA 100,00ML;7897947706712
SUSTRATE CPR C/50;7898040323141
BRILINTA 90 MG C/ 60 COMP;7896206403409
BENZOILMETRONIDAZOL 120ML EMS GEN X1;7896004702049
MICONAZOL NITRATO 2% 80GR CREME VAGINAL  HIPOLABOR;7898470681576
METRONIDAZOL 100MG/G CREME VAGINAL C/10 APLICADORES 50G PRATI, DONADUZZI;7899547507409
METRONIDAZOL 5MG/ML FRASCO 100ML FARMACE;7899498608057
NITRATO DE MICONAZOL CREME VAGINAL 2% PRATI, DONADUZZI;7899547507461
METRONIDAZOL 100MG/G CREME VAGINAL  PRATI, DONADUZZI;7899547507409
METRONIDAZOL 100MG/G CREME VAGINAL 50G PRATI, DONADUZZI;7899547507409
MICONAZOL 2% CREME VAGINAL  HIPOLABOR;7898470681576
NITRATO DE MICONAZOL CREME 2% HIPOLABOR;7898470681576
METRONIDAZOL 250 MG COM REV CT BL AL PLAS OPC X 600 GENERICO PRATI, DONADUZZI;7898148294459
METRONIDAZOL 250MG CX C 600 COMP BLISTER C 20 COMP (G);7898148294459
BENZOILMETRONIDAZOL 40MG/ML 120ML SUSP ORAL  SIGMA PHARMA EMS;7896004702049
METRONIDAZOL 5MG/ML INJ IV BSF 100ML HGAFRESE;7899498608057
METRONIDAZOL CPR 250MG (600);7898148294459
MICONAZOL CR 20MG/G BNG 28G (100) GENERICO;7898148295357
KP ENDONIDAZOL 100 ML;7897947706712
METRONIDAZOL 250MG (PRATI DONADUZZI)  (ITEM GENERICO);7898148294459
KP METRONIDAZOL GENERICO 500MG/100ML;7899498601126
IMUNEN 50MG COM. REV. 20BL. X 10 AZATIOPRINA;7896676415544
IMUNEN 50MG COM. REV. 20BL. X 10;7896676415544
FURP-BENZILPENICILINA BENZATINA 600.000 U.I. PO PARA SUSPENSAO INJETAVEL (FR-AMP. INC. C/ 600.000 U.I.) (NAO ACOMPANHA D;7895005805094
METRONIDAZOL 250MG CX C/600 CPR - PRATI GENERICO;7898148294459
+ METRONIDAZOL 250MG 30X20 CPS-VP / GEN METRONIDAZOL;7898148294459
+ MICONAZOL NIT CR VG 80 G+14 APL-VP / GEN NITRATO DE MICONAZOL;7898148304912
+ MICONAZOL NIT CR VG 80 G+14 APL-VP / GEN NITRATO DE MICONAZOL / MARCA:PRATI-DONADUZZI;7899547507461
(+)METRONIDAZOL GEL VAG 50G - GEOLAB;7899095202047
(+)METRONIDAZOL GEL VAG 50G C/10 APLIC - GEOLAB;7899095202306
(+)METRONIDAZOL 40MG/ML SUSP 120ML - EMS;7896004702049
+ METRONIDAZOL 250MG 30X20 CPS-VP / GEN METRONIDAZOL / MARCA:PRATI-DONADUZZI;7898148294459
METRONIDAZOL 250 MG C/600 CP METRONIDAZOL;7898148294459
METRONIDAZOL 250MG COMPRIMIDO G  PRATI DONADUZZI;7898148294459
MICONAZOL CREME VAGINAL 80GR G + APLICADORES  PRATI DONADUZZI;7899547507461
METRONIDAZOL 250MG CPS - 18H660 - VAL.:31/07/2020;7898148294459
METRONIDAZOL GEL VAGINAL 50GR G + APLICADORES  PRATI DONADUZZI;7898148304851
MICONAZOL CREME VAGINAL 80GR G + APLICADORES  HIPOLABOR;7898470681576
METRONIDAZOL 100MG/G GEL VAGINAL 50G;7896137102532
METRONIDAZOL SOL. INJ. 0,5% 100ML C/50 BSA;7898934756932
METRONIDAZOL 250MG (GEN) CT C/ 600 CP REV/PRATI, DONADUZZI;7898148294459
METRONIDAZOL 20ML/ML SUSPENSAO FRASCO 100ML;7898148296408
METRONIDAZOL CREME VAGINAL TUBO COM 50GR SANVAL;7896137102532
MICONAZOL 20MG/G TB 28GR CREME TOPICO PRATI DONADUZZI;7898148295357
METRONIDAZOL 250MG CX 20 COMP (C1);7896714205809
METRONIDAZOL INJETAVEL 0,5% 100ML FR (ITEM: );7897947706712
RISEDRONATO SOD 35 MG CPR C/4 (EMS);7896004728667
METRONIDAZOL 100MG/G 50G GELEIA VAGINAL GENERICO SANVAL;7896137102532
CANDERM 400MG COMP/LEGRAND;7896004707570
MICONAZOL 2%  LOCAO 30ML ( MICONAZOL 2% LOCAO 30ML;7896714209647
METRONIDAZOL 400MG (METRONIDAZOL 400MG);7896112128915
MICONAZOL (NITRATO) CREME VAGINAL 2% BISNAGA COM 80G, COM (MICONAZOL (NITRATO) CREME VAGINAL 2% BISNAGA COM 80G, COM 14;7898148304912
IMUSSUPREX 50MG COMPS;7894916501422
AZATIOPRINA 50MG C50 -;7895858010362
METRONIDAZOL 250MG CX 30 BL X;7898148294459
METRONIDAZOL 100MG/G 50G GELEIA VAGINAL  PRATI, DONADUZZI;7899547507409
METRONIDAZOL 400 MG CPR C/24 (EMS);7896004701073
TOPIRAMATO 100 MG CPR C/60 (C1) (GER);7896004713045
METRONIDAZOL 250MG C/20ANEO QUIMICA;7896714205809
METRONIDAZOL 100MG GEL VAG BG 50G+10APLIC;7895296279017
ESTRIOL 1 MG/G TUBO 50G C/1 APLICADOR (SANVAL);7896137113873
HIDROCORTISONA(ANDROCORTIL)500MG 50FAM-TEUTO;7896112125969
HIDROCORTISONA 500MG PO LIOF INJ C/50FA (ANDROCORTIL) TEUTO;7896112125969
ANDROCORTIL (SUCCINATO SODICO DE HIDROCORTISONA) 500MG PO LIOF INJ CX C/50 FA;7896112125969
HIDROCORTISONA(ANDROCORTIL)100MG 50FAM-TEUTO;7896112125952
HIDROCORTISONA 500MG CX 50FA   ANDROCORTIL;7896112125969
HIDROCORTISONA 100MG CX 50FA   ANDROCORTIL;7896112125952
HIDROCORTISONA 500MG;7896112125969
HIDROCORTISONA 500 MG F/A S/DIL (S);7896112125969
HIDROCORTISONA 500MG (ANDROCORTIL) S/DIL TEUTO;7896112125969
ESTRIONIL (ESTRIOL) 1MG/G CREME VAGINAL CX C/ 1 BG 50G + APLICADOR;7896137113262
GLIOCORT 100MG 50FAM-NOVAFARMA;7898208147954
ANDROCORTIL;7896112125969
ESTRIOL 1MG/G 50G CREME VAG.;7896137113873
SUCCINATO SODICO HIDROCORTISONA 100MG 2ML PO LIOFI -;7896112125952
HIDROCORTISONA 100MG PO LIOFI INJ -;7896112125952
ANDROCORTIL 100MG INJ PO LIOFILO FR-AMP S/DIL IM/I;7896112125952
ANDROCORTIL 500MG INJ PO LIOFILO FR-AMP S/DIL IM/I;7896112125969
HIDROCORTISONA 500MG TEUTO;7896112125969
HIDROCORTISONA 100MG ANDROCORTIL TEUTO;7896112125952
HIDROCORTISONA 500MG ANDROCORTIL TEUTO;7896112125969
HIDROCORTISONA INJETAVEL 100MG TEUTO;7896112125952
HIDROCORTIZONA INJ 100MG ANDROCORTIL TEUTO;7896112125952
ESTRIOL CREME VAGINAL 1MG/G CT AL X 50G + 50 APL;7896137113262
ESTRIOL 1MG/G - 50GR CREME VAGINAL + APLIC ESTRIONIL SANVAL;7896137113873
HIDROCORTISONA 500 MG ANDROCORTIL TEUTO;7896112125969
HIDROCORTISONA 500MG IV/IM TEUTO;7896112125969
ANDROCORTIL 500MG;7896112125969
HIDROCORTISONA 100MG INJETAVEL FRASCO AMPOLA 2ML;1000064981580
HIDROCORTISONA 500MG INJETAVEL FRASCO 4ML -NOVAFARMA;7896112125969
HIDROCORTISONA, SUCCINATO SODICO 500 MG PO LIOFILIZADO P/SOLUCAO INJETAVEL F/A 4ML;7896112125969
ESTRIOL 1MG/G CR VAG BG 50G GEN C/C;7896714221694
OVESTRION 1MG C/30 COMP-REFERENCIA;7897572000803
HIDROCORTISONA 500MG  IV/IM TEUTO;7896112125969
HIDROCORTISONA 500MG CX C 50 AMP;7896112125969
HIDROCORTISONA 100MG CX C 50 AMP;7896112125952
HIDROCORTISONA 500MG FA;7896112125969
ESTRIONIL 1MG/G CR VAG 50G + APLIC;7896137113873
HIDROCORTISONA 100MG F/A ANDROCORTIL TEUTO;7896112125952
HIDROCORTISONA 100MG F/A TEUTO;7896112125952
HIDROCORTISONA  500MG TEUTO;7896112125969
ANDROCORTIL 500MG 1FA 4ML(H)TEUTO C/50;7896112124375
ANDROCORTIL 100MG INJ PO LIOFI;7896112125952
ANDROCORTIL 500MG INJ PO LIOFI;7896112125969
HIDROCORTISONA 100MG FRASCO/AMPOLA ANDROCORTIL TEUTO;7896112125952
SUCCINATO SODICO DE HIDROCORTISONA 500MG  IV/IM TEUTO;7896112125969
HIDROCORTISONA, SUCC (ANDROCORTIL) 500MG IM IV TEUTO;7896112125969
SUCCINATO SODICO DE HIDROCORTISONA 500MG IV/IM TEUTO;7896112125969
HIDROCORTISONA 500MG PO SOL. INJ. 5ML.;7896112125969
HIDROCORTISONA SUCCINATO 500MG;7896112125969
ESTRIOL 1MGG CREME VAGINAL 50G -;7896137113873
ESTRIOL 1MGG CREME VAGINAL 50G C1 -;7896137113873
ESTRIOL 1MG/G CREME VAGINAL;7896112400608
ESTRIOL 1MG/G CREME VAGINAL SANVAL;7896137113262
ESTRIOL CREME VAGINAL 1MG/G 50G;7896137113873
ESTRIOL CREME VAG. 1MG/G 50G -BALDER;7896137113873
HIDROCORTISONA 500MG PO LIOF FA  - ANDROCORTIL  CX C  50 AP CX C  50 AP ANDROCORTIL TEUTO;7896112125969
HIDROCORTISONA, SUCC 500MG IM IV (ANDROCORTIL) TEUTO;7896112125969
HIDROCORTISONA 500MG UNIAO QUIMICA;7896112125969
HIDROCORTISONA 100MG TEUTO;7896112125952
SUCCINATO SODICO DE HIDROCORTISONA 500MG PO LIOF CX 50 FA VD INC ANDROCORTIL TEUTO;7896112125969
SUCC HIDROCORTISONA 100MG PO LIOF INJ SD C 50 AP CX C\ 50 AP ANDROCORTIL TEUTO;7896112125952
HIDROCORTISONA 500MG CX C 50 FR- AMP (ANDROCORTIL);7896112125969
SUCCINATO SODICO DE HIDROCORTISONA 500MG IV/IM (ANDROCORTIL) TEUTO;7896112125969
HIDROCORTISONA, SUCC 100MG IM IV  (ANDROCORTIL) TEUTO;7896112125952
ANDROCORTIL 500MG INJ.;7896112125969
HIDROCORTISONA 100MG,SUCCINATO SODICO (TEUTO);7896112125952
HIDROCORTISONA 500MG PO LIOF CX C/ 50 - TEUTO - ANDROCORTIL;7896112125969
HIDROCORTISONA 100 MG PO LIOF CX C/ 50 - TEUTO - ANDROCORTIL;7896112125952
HIDROCORTISONA ANDROCORTIL 500MG INJ S/D TEUTO (CX C/ 50AMP);7896112125969
HIDROCORTISONA GLIOCORT 500MG INJ IM/IV NOVAFARMA (CX C/50 FR/A);7898208147947
ANDROCORTIL 500 MG PO/INJ IM/IV C/50 FA SUCCINATO SODICO DE HIDROCORTISONA;7896112125969
ANDROCORTIL 100 MG PO/INJ IM/IV FA (S) SUC SOD DE HIDROCORTISONA;7896112125952
ANDROCORTIL 500MG CX 50 FA - TEUTO;7896112125969
ANDROCORTIL 100MG CX 50 FA - TEUTO;7896112125952
HIDROCORTISONA, SUCCINATO 100 MG PO LIOFILO INJ.;7896112125952
ESTRIOL 1MG/G BISNAGA 50G OVESTRION SHERING PLOUG;7897572000292
HIDROCORTISONA 100MG (ANDROCORTIL) C/50 FR;1000064981580
HIDROCORTISONA 500MG CRISTALIA;7896112125969
DEXAMETASONA ELIXIR 0,5MG/5ML (SANVAL);7896137121205
TOUJEO;7891058020323
DEXAMETASONA CREME 1   10G SANVAL;7896137123797
OCTREOTIDA 0,1MG/ML 1ML SC/IV C/5 AMP (OCTRIDE 100) SUN FARMA;7898909980041
SANDOSTATIN;7896261014329
OCTREOTIDA 0,1MG/ML 1ML SC/IV (OCTRIDE 100) SUN FARMA;7898909980041
LANTUS SOLOSTAR;7891058003029
LANTUS;7891058009205
APIDRA;7891058002985
*GOSSERRELINA ACETATO/ZOLADEX LA 10,8MG CX/1 UNID (2 A 25*C);7896206400873
HUMALOG;7896382705519
LANTUS SOLOSTAR 100UI C/APLICADOR;7891058025113
DEXAMETASONA 1MG, ACETATO (ITEM GENERICO);7896137123797
HUMALOG 100UI/ML SOL INJ 10ML ELILLILY **;7896382700750
INSULINA LEVEMIR FLEXPEN 1 SIST 3ML **;7897705201145
HUMALOG 100UI/ML SOL INJ 3ML;7896382700750
APIDRA SOLOSTAR;7891058002985
DESMOPRESSINA;7898149934910
HUMALOG 100UI REFIL C/5;7896382705519
ACETATO DE DESMOPRESSINA 0,1MG/ML SPR. NASAL 2,5ML - BERGAMO;7898149934910
CLOXAZOLAM 1MG C/30CP;7891317448424
DESMOPRESSINA 0,1MG/ML FR 2,5ML (GENERICO)(I-87)** . 1091131 04/2020;7898149934910
DEXAMETASONA 1MG/GR 10GR CREME CX 50BNG;7896137123797
DESMOPRESSINA 0,1MG/ML FR 2,5ML (GENERICO)(I) .'' 1091131 04/2020;7898149934910
HPT- OCTRIDE 0,1MG/ML CX 5AMP 1ML (OCTREOTIDA) - T;7898909980041
INSULINA DETEMIR 100U/ML-3ML/LEVEMIR PENFILL CX/5 (2 A 8*C);7897705201152
LANTUS 100UI INJ CX 1FA X 10ML;7891058009205
NARIDRIN 12 HRS 30 ML NAFAZ+MEPIRAM EMS.;7896004714578
LANTUS SOLOSTAR 100UI/ML INJ 01 CANETA DESC X 3ML;7891058003029
LANTUS 100UI/ML INJ 1 REFIL 3ML;7891058025137
HUMALOG 100UI INJ 10ML SUBC;7896382700750
NOVORAPID 100UI INJ 10ML SUBC/IV;7897705201008
LANTUS 100UI/ML INJ 1 FR AMP 10ML;7891058009205
NOVOMIX 30 PENFILL 100U/ML INJ CX 5 CARP X 3ML;7897705201060
LEVEMIR FLEXPEN 100U/ML INJ CX 1 CARP X 3ML;7897705201145
APIDRA SOLOSTAR 100UI/ML CX 1 REFIL X 3ML;7891058002985
TRESIBA FLEXTOUCH 100UI CX 1 SIST X 3ML;7897705201916
APIDRA 100UI/ML CX 1FR-AMP 10ML;7891058027117
LEVEMIR PENFILL 100U/ML INJ CX 5 CARP X 3ML;7897705201138
APIDRA 1X10ML 100UI/ML INJ;7891058027117
APIDRA 100UI CARP 1X3ML;7891058028329
INSULINA GLARGINA CANETA +REFIL 3 ML;7891058009205
INSULINA GLARGINA 3 ML;7891058025137
INSULINA GLARGINA  3ML;7891058025137
INSULINA GLARGINA CANETA + REFIL 3 ML;7891058009205
INSULINA ASPARTE  FLEXPEN;7897705201831
INSULINA ASPARTE FLEXPEN;7897705201831
INSULINA LANTUS 3 ML + REFIL 3 ML;7891058009205
INSULINA LANTUS  3ML;7891058025137
INSULINA  GLARGINA 100UI/ML - 10ML LANTUS SANOFI.;7891058009205
INSULINA  GLARGINA 100UI/ML - 3ML LANTUS SANOFI.;7891058025137
INSULINA  GLULISINA 100UI/ML - 3ML APIDRA SANOFI.;7891058027117
CANETA  INSULINA DEGLUDECA 100U/ML FLEX TOUCH TRESIBA NOVO NORDISK;7897705201916
INSULINA  LISPRO 100U/ML - 3ML REFIL HUMALOG ELI LILLY;7896382705519
INSULINA  ASPARTE 100U/ML - 3ML CANETA NOVORAPID FLEXPEN NOVO NORDISK;7897705201831
ACET DESMOPRESSINA 2,5ML(G)BERGAMOLT : 1088517 VL: 29-02-2020;7898149934910
TRESIBA FLEXTOUCH 100UI/ML 3MLLT : GP51242 VL: 31-03-2019;7897705201916
INSULINA ASPARTE - CONCENTRACAO/DOSAGEM 100 U/ML, INSULINA HUMANA - TIPO ASPARTATE - FORMA FARMACEUTICA SOLUCAO INJETAVE;7897705201107
TRESIBA FLEXTOUCH 100UI/ML 3MLLT : GP52158 VL: 31-07-2019;7897705201916
LANTUS 100UI/ML 10ML;7891058009205
HUMALOG 100-U REFIL 2X3 ML;7896382703331
INSULINA LANTUS SOLOSTAR 100UI/ML C/10ML;7891058009205
FINASTIL 5MG CX 30 COMP;7894916500715
INSULINA GLARGINA 100 UI/ML SOL INJ CT 1 CARP VD INC X 3 ML LANTUS SOLOSTAR SANOFI.;7891058003029
LANTUS SOLOSTAR 100UI SOL INJ 1CARP X 3M;7891058003029
HUMALOG KWIKPEN 100UI CX 5 REFIS X 3ML;7896382706264
HUMALOG 100UI CX 5 REFIS X 3ML;7896382705519
HUMALOG MIX 25 100UI CX 5 REFIS X 3ML;7896382703072
HUMALOG 100UI CX 2 REFIS X 3ML;7896382703331
NOVORAPID PENFILL 100UN/ML INJ CX 5 CARP X 3ML;7897705201015
LANTUS 100UI CARP 1 REFIL 3ML;7891058025137
NOVORAPID FLEX PEN 100UI  CX  C/1 UNID;7897705201831
DDAVP 2 5ML SPRAY NASAL P.M.C. 320.00;7896165600024
INSULINA GLARGINA 100UI/ML 10ML;7891058009205
LANTUS 100 UI/ML INJ 3 ML;7891058025137
DEPOSTERON 100 MG/ML INJ 3 AMP 2 ML;7894916202671
ACET DESMOPRESSINA 0,1MG SPRAY NASAL;7896165600024
HUMALOG KWIKPEN CAN 3ML C 1,;7896382706431
LANTUS 100UI 1 FRASCO;7891058009205
LANTUS 100UI INJ CX 1CARP X 3ML;7891058025137
INSULINA GLARGINA 100 UI/ML SOL INJ CT 1 FAVD INC X 10 ML LANTUS SANOFI.;7891058009205
INSULINA ASPARTE 100U/ML SUS INJ CT 5 CARP VD INC X 3 ML NOVOMIX 30 NOVO NORDISK;7897705201077
INSULINA ASPARTE 100U/ML SOL INJ CT 5 CARP VD INC X 3ML PENFILL NOVOMIX 30 NOVO NORDISK;7897705201060
INSULINA DETEMIR 100U/ML SOL INJ CT 1 CARP VD INC X 3 ML LEVEMIR NOVO NORDISK;7897705201145
INSULINA LISPRO 100U/ML SOL INJ CT 5 CARP VD INC X 3 ML HUMALOG KWIKPEN ELI LILLY;7896382706264
HUMALOG KWIKPEN 100UI CX 1 REFIL X 3ML;7896382706431
VICTOZA 6MG/ML SOL INJ 2 CANETAS 3 ML;7897705201770
NOVOMIX 30 FLEXPEN 100U/ML INJ CX 5 CARP X 3ML;7897705201077
LANTUS 100UI 1FR/AM 10ML;7891058009205
LANTUS SOLOSTAR 100UI/ML 3ML INJ;7891058003029
INSULINA LANTUS 3 ML;7891058009205
INSULINA GLARGINA + REFIL 3 ML;7891058009205
TRESIBA FLEXTOUCH 100UI 1X3ML;7897705201916
LANTUS 100UI INJ 1CARP X 3ML (GELAD);7891058025137
