,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
181756,1495598,2018-11-14,N/I,UN,200.0,0.18,DIPIRONA 500 MG,-1
181774,1495693,2018-11-06,N/I,UN,1.0,7.31,DIPIRONA SOD 500MG 10CP MEDLEY GEN P.M.C. 9.23,7896422507066
181775,1495693,2018-11-06,N/I,UN,1.0,8.49,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181776,1495693,2018-11-06,N/I,UN,3.0,13.17,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181779,1495693,2018-11-06,N/I,UN,1.0,13.85,DORILEN 12CP P.M.C. 19.90,7896004715032
181781,1495694,2018-11-06,N/I,UN,1.0,13.85,DORILEN 12CP P.M.C. 19.90,7896004715032
181784,1495694,2018-11-06,N/I,UN,1.0,8.49,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181785,1495694,2018-11-06,N/I,UN,3.0,13.17,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181786,1495694,2018-11-06,N/I,UN,1.0,7.31,DIPIRONA SOD 500MG 10CP MEDLEY GEN P.M.C. 9.23,7896422507066
181792,1495695,2018-11-06,N/I,UN,1.0,6.65,DIPIRONA SOD 500MG 10CP MEDLEY GEN P.M.C. 9.23,7896422507066
181793,1495695,2018-11-06,N/I,UN,1.0,8.49,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181794,1495695,2018-11-06,N/I,UN,3.0,8.49,DIPIRONA SOD 20ML MEDLEY GEN P.M.C. 15.51,7896422506236
181797,1495695,2018-11-06,N/I,UN,1.0,8.92,DORILEN 12CP P.M.C. 19.90,7896004715032
181802,1495696,2018-11-29,N/I,UN,1.0,9.99,DIPIRONA SOD 100ML SOL MEDLEY GEN P.M.C. 21.30,7896422506243
181815,1495769,2018-11-05,N/I,UN,9.0,3.87,DIPIRONA 500MG C/10 CPR,7898148294121
181865,1495776,2018-11-06,N/I,UN,2.0,8.46,DIPIRONA GTS 20ML,7896112129165
181885,1499211,2018-11-07,RIO DE JANEIRO,FR,241.0,1.6,DIPIRONA  500MG/ML -FR COM 20ML,7899095220164
181886,1499212,2018-11-09,RIO DE JANEIRO,FR,31.0,1.6,DIPIRONA  500MG/ML -FR COM 20ML,7899095220164
181888,1499224,2018-11-22,RIO DE JANEIRO,FR,2000.0,1.8,DIPIRONA SODICA 500MG/ML SOL OR X 20ML.EMS,7899095220164
181890,1499225,2018-11-22,RIO DE JANEIRO,CPR,25000.0,0.14,DIPIRONA 500MG COMPRIMIDO.MEDLEY,37897732602534
181912,1502904,2018-11-06,N/I,CPR,250.0,0.19,BUTILBROMETO DE ESCOPOLAMINA 10MG + DIPIRONA 250MG PHARLAB,-1
181923,1502919,2018-11-13,N/I,CPR,8500.0,0.14,DIPIRONA 500MG COMPRIMIDO SOBRAL,37897732602534
181924,1502919,2018-11-13,N/I,FR,1000.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,7898133131141
181929,1502931,2018-11-26,N/I,CPR,2000.0,0.19,BUTILBROMETO DE ESCOPOLAMINA 10MG + DIPIRONA 250MG PHARLAB,-1
181936,1502932,2018-11-26,N/I,CPR,20150.0,0.14,DIPIRONA 500MG COMPRIMIDO SOBRAL,37897732602534
181937,1502932,2018-11-26,N/I,FR,600.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,7898133131141
181940,1502937,2018-11-14,N/I,CPR,8500.0,0.14,DIPIRONA 500MG COMPRIMIDO SOBRAL,-1
181941,1502937,2018-11-14,N/I,FR,1000.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,-1
181952,1503502,2018-11-01,N/I,CPR,1500.0,0.18,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
181990,1503535,2018-11-12,N/I,CPR,3000.0,0.1282,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
181993,1503536,2018-11-12,N/I,FR,200.0,2.92,DIPIRONA SODICA 500MG/ML 20ML GENERICO FARMACE,-1
181995,1503537,2018-11-12,N/I,CPR,1000.0,0.7,HIOSCINA + DIPIRONA  ESCOPEN PHARLAB,7898216361618
182013,1503548,2018-11-12,N/I,CPR,13500.0,0.1829,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
182021,1503550,2018-11-13,N/I,CPR,24700.0,0.1829,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
182032,1503563,2018-11-14,N/I,CPR,17280.0,0.195,"DIPIRONA SODICA 500MG GENERICO PRATI, DONADUZZI",7898148294121
182044,1503572,2018-11-22,N/I,FR,400.0,2.92,DIPIRONA SODICA 500MG/ML 20ML FARMACE,-1
182104,1504292,2018-11-23,NILOPOLIS,CPR,2740.0,1.13,"Carvedilol 12,5 mg com bl al plas Ictus Biolab",7896112411314
182105,1504292,2018-11-23,NILOPOLIS,CPR,2620.0,1.13,"Carvedilol 12,5 mg com bl al plas Ictus Biolab",7896112411314
182267,1508276,2018-11-01,Cachoeiras de Macacu,AMPOLA,1500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - TEUTO,7896112126584
182273,1508283,2018-11-01,Cachoeiras de Macacu,AMPOLA,1500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - TEUTO,7896112126584
182277,1508286,2018-11-01,Cachoeiras de Macacu,AMPOLA,764.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - TEUTO,7896112126584
182278,1508286,2018-11-01,Cachoeiras de Macacu,AMPOLA,276.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - TEUTO,7896112126584
182279,1508286,2018-11-01,Cachoeiras de Macacu,AMPOLA,960.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - TEUTO,7896112126584
182282,1508286,2018-11-01,Cachoeiras de Macacu,COMPRI,100.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
182296,1508323,2018-11-05,Cachoeiras de Macacu,AMPOLA,2000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182300,1508348,2018-11-06,Cachoeiras de Macacu,ampola,2000.0,1.32,"Escopolamina, butilbrometo + dipirona sodica 4 + 500 mg/ml - Ampola de 5 ml - Com laudo de qualidade,",7898122910894
182301,1508348,2018-11-06,Cachoeiras de Macacu,ampola,5000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166041004
182310,1508351,2018-11-06,Cachoeiras de Macacu,ampola,7000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166041004
182335,1508356,2018-11-07,Cachoeiras de Macacu,FRS,20.0,9.48,"HIOSCINA + DIPIRONA SOL. ORAL 20ML GTS ESCOPOLAMINA BUTILBROMETO, ASSOCIADA COM DIPIRONA SODICA, 6,67MG + 333MG/ML SOLUC",-1
182342,1508367,2018-11-07,Cachoeiras de Macacu,CP,10000.0,0.2,DIPIRONA 500 MG,7898148294121
182351,1508368,2018-11-07,Cachoeiras de Macacu,CP,10000.0,0.07,DIPIRONA SODICA 500MG CP,7898148294121
182365,1508371,2018-11-07,Cachoeiras de Macacu,ampola,5000.0,1.32,HIOSCINA + DIPIRONA 5ML,7898122910894
182389,1508380,2018-11-07,Cachoeiras de Macacu,AMPOLA,4000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182390,1508380,2018-11-07,Cachoeiras de Macacu,COMPRI,2000.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
182393,1508395,2018-11-08,Cachoeiras de Macacu,20MG+2,600.0,1.03,HYPOCINA COMPOSTA 5ML AP,7898122910894
182401,1508395,2018-11-08,Cachoeiras de Macacu,CP,20000.0,0.07,DIPIRONA SODICA 500MG CP,7898148294121
182422,1508415,2018-11-13,Cachoeiras de Macacu,ampola,4900.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
182423,1508415,2018-11-13,Cachoeiras de Macacu,ampola,100.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
182434,1508417,2018-11-13,Cachoeiras de Macacu,ampola,5200.0,1.32,"Escopolamina, butilbrometo + dipirona sodica 4 + 500 mg/ml - Ampola de 5 ml - Com laudo de qualidade,",7898122910894
182453,1508421,2018-11-13,Cachoeiras de Macacu,AMP,15000.0,0.36,DIPIFARMA 500MG/ML 2ML AP,7898166041004
182474,1508433,2018-11-14,Cachoeiras de Macacu,AMPOLA,1400.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182477,1508434,2018-11-14,Cachoeiras de Macacu,AMPOLA,1700.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182478,1508434,2018-11-14,Cachoeiras de Macacu,FRASCO,10.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
182479,1508436,2018-11-14,Cachoeiras de Macacu,AP,3000.0,0.52,DIPIRONA SODICA 500MG/ML 2ML AP,7898166041004
182482,1508438,2018-11-14,Cachoeiras de Macacu,AMPOLA,1500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182484,1508440,2018-11-14,Cachoeiras de Macacu,AMPOLA,1000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182494,1508447,2018-11-16,Cachoeiras de Macacu,AMPOLA,1000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182502,1508464,2018-11-22,Cachoeiras de Macacu,AP,100.0,0.52,DIPIRONA SODICA 500MG/ML 2ML AP,7898166041004
182504,1508476,2018-11-22,Cachoeiras de Macacu,FRASCO,883.0,5.6,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 20,-1
182505,1508476,2018-11-22,Cachoeiras de Macacu,FRASCO,117.0,5.6,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 20,-1
182554,1508511,2018-11-26,Cachoeiras de Macacu,AMPOLA,100.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - FARMACE,7898166041004
182559,1508517,2018-11-27,Cachoeiras de Macacu,FRASCO,50.0,1.87,BUTILBROMETO DE ESCOPOLAMINA 4MG/ML + DIPIRONA 500MG/ML - HYPOFARMA,7898122910894
182560,1508518,2018-11-27,Cachoeiras de Macacu,FR,1500.0,1.26,DIPIRONA GOTAS 500 MG/ML 20ML,7898166040885
182562,1508520,2018-11-27,Cachoeiras de Macacu,FR,1500.0,1.26,"DIPIRONA SODICA 500MG/ML 20ML, FR",7898166040885
182563,1508520,2018-11-27,Cachoeiras de Macacu,AMPOLA,100.0,0.4902,DIPIFARMA 500MG/ML 2ML AP,7898166041004
182565,1508521,2018-11-27,Cachoeiras de Macacu,FR,70.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
182566,1508523,2018-11-28,Cachoeiras de Macacu,AP,1000.0,1.15,BROMETO N - BUTILESCOPOLAMINA 4MG/ML + DIPIRONA BROMETO DE N - BUTILESCOPOLAMINA + DIPIRONA SODICA SOLUCAO INJETAVEL,7898122910894
182567,1508524,2018-11-28,Cachoeiras de Macacu,CP,5000.0,0.07,DIPIRONA 500MG COMPRIMIDO EMBALADO EM BLISTER.,7898148294121
182607,1508814,2018-11-21,N/I,CX,6.0,51.6,DIPIRONA SODICA 500MG ML 2ML INJETAVEL GEN CX C  120 AP CX C  120 AP DIPIRONA TEUTO,-1
182651,1510636,2018-11-09,N/I,COMP,2000.0,0.135,DIPIRONA MONOIDRATADA 500MG CX C 500 BLS C 10 COMP (G) Lt: 18F13I Val.: 30 06 2020,N/I
182780,1511050,2018-11-13,N/I,CAR,2.0,1.04,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182789,1511051,2018-11-13,N/I,CAR,2.0,1.04,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182796,1511053,2018-11-13,N/I,CAR,2.0,1.04,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182812,1511065,2018-11-14,N/I,CAR,2.0,1.04,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182826,1511084,2018-11-19,N/I,CPR,30.0,0.104,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182833,1511087,2018-11-19,N/I,CAR,2.0,1.04,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182842,1511090,2018-11-19,N/I,CPR,20.0,0.104,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182864,1511112,2018-11-22,N/I,CAR,50.0,1.3216,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182953,1511168,2018-11-29,N/I,CPR,180.0,0.104,DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI,7898148294121
182978,1511398,2018-11-01,N/I,AMP,1000.0,0.59,DIPIRONA SODICA 500MG ML 2ML AP FARMACE Lt: DP181176 Val.: 06 09 2020,N/I
182985,1511415,2018-11-10,N/I,AMP,300.0,0.59,DIPIRONA SODICA 500MG ML 2ML AP FARMACE Lt: DP181176 Val.: 06 09 2020,N/I
182987,1511415,2018-11-10,N/I,AMP,180.0,0.59,DIPIRONA 500MG ML 2ML AMP GENERICO IM IV TEUTO Lt: 26583479 Val.: 03 2020,7896112126584
182994,1511461,2018-11-30,N/I,AMP,100.0,0.62,DIPIRONA SODICA 500MG ML 2ML AP FARMACE Lt: DP181176 Val.: 06 09 2020,N/I
183003,1511786,2018-11-08,N/I,cmp,1030.0,0.69,BUTIL DE ESCOPOLAMINA + DIPIRONA SODICA 10MG+200MG V.03/20 L.18001238,N/I
183025,1511793,2018-11-22,N/I,amp,12000.0,0.76,DIPIRONA SODICA 1G INJ 2ML V.11/19 L.26583376,N/I
183069,1511992,2018-11-07,N/I,COMP,80.0,0.3,DIPIRONA SODICA 500MG,N/I
183073,1511996,2018-11-09,N/I,COMP,500.0,0.15,DIPIRONA SODICA 500MG,N/I
183077,1512001,2018-11-28,N/I,AMP,700.0,0.6,DIPIRONA INJETAVEL 2ML,N/I
183078,1512001,2018-11-28,N/I,AMP,2760.0,0.54,DIPIRONA INJETAVEL 2ML,N/I
183079,1512001,2018-11-28,N/I,AMP,600.0,0.51,DIPIRONA INJETAVEL 2ML,N/I
183089,1512002,2018-11-28,N/I,AMP,3040.0,0.92,DIPIRONA INJETAVEL 2ML,N/I
183090,1512002,2018-11-28,N/I,AMP,1000.0,0.8,DIPIRONA INJETAVEL 2ML,N/I
183173,1512954,2018-11-22,N/I,CO,1000.0,0.67,HIOSCINA+DIPIRONA (ESCOPEN) C/500 CP,7898216361618
183217,1513181,2018-11-28,N/I,AMP,1500.0,0.56,DIPIRONA SODICA 500 MG/ML  2 ML,N/I
183222,1513290,2018-11-06,3300456,COMP,61800.0,0.08,DIPIRONA 500 mg,7898148294121
183229,1513302,2018-11-12,3300456,AP,15000.0,0.43,DIPIRONA SOL. INJ. 500 mg/ml  2 ml,7896112126584
183231,1513312,2018-11-13,3300456,AP,600.0,0.43,DIPIRONA SOL. INJ. 500 mg/ml  2 ml,7896112126584
183381,1541519,2018-12-11,N/I,CPR,250.0,0.47,HIOSCINA + DIPIRONA  250+10MG ESCOPEN PHARLAB,7898216361618
183413,1541795,2018-12-07,N/I,AMP,3000.0,0.456,DIPIRONA 1G 2ML IV Fabricante: FARMACE,7898166041004
183462,1544576,2018-12-20,RIO DE JANEIRO,FRS,400.0,0.76,DIPIRONA SODICA 500MG/ML FRS. 10ML GOTAS,-1
183465,1544577,2018-12-20,RIO DE JANEIRO,FRS,300.0,0.76,DIPIRONA SODICA 500MG/ML FRS. 10ML GOTAS,-1
183467,1544578,2018-12-20,RIO DE JANEIRO,FRS,2000.0,0.76,DIPIRONA SODICA 500MG/ML FRS. 10ML GOTAS,-1
183525,1553611,2018-12-04,N/I,UN,5000.0,0.63,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183529,1553619,2018-12-04,N/I,UN,30000.0,0.15,DIPIRONA SODICA 500MG - Lote: 18E279 Validade: 03/05/2020,7898148294121
183538,1553627,2018-12-10,N/I,UN,5000.0,0.63,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183545,1553629,2018-12-10,N/I,UN,8000.0,0.7,DIPIRONA SODICA 500MG C500 - Lote: 18G30Q Validade: 27/07/2020,7898148294121
183548,1553641,2018-12-11,N/I,UN,5000.0,0.3,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183552,1553643,2018-12-12,N/I,UN,5000.0,0.3,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183570,1553653,2018-12-17,N/I,UN,60000.0,0.15,DIPIRONA SODICA 500MG - Lote: 18G30Q Validade: 27/07/2020,7898148294121
183591,1553677,2018-12-27,N/I,UN,4000.0,0.74,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183613,1553687,2018-12-27,N/I,UN,5000.0,0.2,BUTILBROMETO ESCOPOLAMINADIPIRONA SODICA 10250MG C250 - Lote: 18002940 Validade: 30/06/2020,7898216361618
183620,1553691,2018-12-28,N/I,UN,4000.0,0.74,DIPIRONA SODICA 1G2ML 2ML SOLINJ IVIM C100 - Lote: DP18F106 Validade: 27/06/2020,7898166041004
183942,1562424,2018-12-03,N/I,UN,5500.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250MG,7898216361618
183944,1562425,2018-12-04,N/I,UN,22000.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+ DIPIRONA 250 MG,7898216361618
183945,1562426,2018-12-04,N/I,UN,1000.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250 MG,7898216361618
183955,1562428,2018-12-06,N/I,UN,22000.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250MG,7898216361618
183957,1562432,2018-12-11,N/I,UN,1000.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250 MG,7898216361618
183969,1562436,2018-12-12,N/I,UN,500.0,0.18,DIPIRONA 500 MG,-1
183974,1562445,2018-12-27,N/I,UN,5500.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250 MG,7898216361618
183976,1562447,2018-12-27,N/I,UN,9500.0,0.5,BUTILBROMETO DE ESCOPOLAMINA 10MG+DIPIRONA 250 MG,7898216361618
183984,1562547,2018-12-05,N/I,UN,1.0,9.99,DIPIRONA SOD 100ML SOL MEDLEY GEN P.M.C. 21.30,7896422506243
183990,1563971,2018-12-20,N/I,FR,21.0,13.6,D-500 50 ML ( DIPIRONA),7898049710386
183992,1564729,2018-12-17,N/I,CX,3.0,39.5,DIPIRONA SODICA EMS GEN 500MG C/240 CPR 24X10,7896004703398
184010,1569287,2018-12-11,N/I,CPR,1050.0,0.19,BUTILBROMETO DE ESCOPOLAMINA 10MG + DIPIRONA 250MG PHARLAB,-1
184019,1569289,2018-12-11,N/I,FR,2000.0,1.8,DIPIRONA SODICA 500 MG SOLUCAO ORAL FRASCO 10ML MAXALGINA NATULAB,7898133131141
184028,1569814,2018-12-03,N/I,AMP,2.0,0.6,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
184029,1569814,2018-12-03,N/I,AMP,20.0,0.6,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
184030,1569814,2018-12-03,N/I,AMP,37.0,0.6,DIPIRONA SODICA 1G 2ML GENERICO TEUTO,7896112126584
184045,1569837,2018-12-07,N/I,CPR,3040.0,0.1829,"DIPIRONA SODICA 500 MG PRATI, DONADUZZI",7898148294121
184069,1569841,2018-12-10,N/I,FR,500.0,2.5299,DIPIRONA SODICA 500MG/ML 20ML GENERICO FARMACE,-1
184084,1569887,2018-12-19,N/I,CPR,30000.0,0.1829,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,-1
184085,1569888,2018-12-19,N/I,CPR,4000.0,0.1282,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,-1
184086,1569888,2018-12-19,N/I,CPR,6000.0,0.1282,DIPIRONA SODICA 500MG GENERICO GREEN PHARMA,-1
184296,1571639,2018-12-03,N/I,UN,3.0,11.21,DIPIRONA SOD  SOL ORAL 50MG ML P.M.C. 11.21,7896112161233
184327,1574359,2018-12-03,Cachoeiras de Macacu,FRASCO,200.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184329,1574360,2018-12-03,Cachoeiras de Macacu,FRASCO,5.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184363,1574368,2018-12-03,Cachoeiras de Macacu,ampola,4000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184370,1574370,2018-12-03,Cachoeiras de Macacu,frasco,2000.0,0.65,Dipirona sodica 500 mg/ml - 10 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166040854
184377,1574371,2018-12-03,Cachoeiras de Macacu,ampola,5000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184378,1574372,2018-12-03,Cachoeiras de Macacu,frasco,1000.0,0.65,Dipirona sodica 500 mg/ml - 10 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7898166040854
184382,1574373,2018-12-03,Cachoeiras de Macacu,Compri,50000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
184402,1574378,2018-12-04,Cachoeiras de Macacu,ampola,3800.0,1.32,"Escopolamina, butilbrometo + dipirona sodica 4 + 500 mg/ml - Ampola de 5 ml - Com laudo de qualidade, carimbo de proibid",7898122910894
184403,1574378,2018-12-04,Cachoeiras de Macacu,Compri,50000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
184406,1574380,2018-12-04,Cachoeiras de Macacu,ampola,5000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184415,1574382,2018-12-04,Cachoeiras de Macacu,ampola,5000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184425,1574385,2018-12-04,Cachoeiras de Macacu,Compri,50000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
184427,1574386,2018-12-04,Cachoeiras de Macacu,AP,20000.0,0.19,DIPIRONA SODICA 500MG/ML 2ML AP,7898404220147
184436,1574387,2018-12-04,Cachoeiras de Macacu,FRASCO,80.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184444,1574397,2018-12-05,Cachoeiras de Macacu,COMPRI,2000.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
184451,1574399,2018-12-05,Cachoeiras de Macacu,ampola,8000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184452,1574399,2018-12-05,Cachoeiras de Macacu,ampola,2000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184457,1574400,2018-12-05,Cachoeiras de Macacu,ampola,2000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184458,1574400,2018-12-05,Cachoeiras de Macacu,ampola,3000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184460,1574401,2018-12-05,Cachoeiras de Macacu,Compri,5000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
184463,1574402,2018-12-05,Cachoeiras de Macacu,Compri,75000.0,0.11,"Dipirona 500mg - Com laudo de qualidade, carimbo de proibido a venda ao comercio e validade com 80 % a cumprir.",742832304856
184482,1574408,2018-12-05,Cachoeiras de Macacu,ampola,3000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184483,1574408,2018-12-05,Cachoeiras de Macacu,ampola,2000.0,0.4,Dipirona sodica 500 mg/ml 2 ml - Com laudo de qualidade e validade com 80 % a cumprir.,7896112126584
184496,1574417,2018-12-06,Cachoeiras de Macacu,AMPOLA,500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184498,1574418,2018-12-06,Cachoeiras de Macacu,AMPOLA,600.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184499,1574419,2018-12-06,Cachoeiras de Macacu,AP,4800.0,0.42,SANTIDOR 500MG/ML 2ML AP,7898404220147
184500,1574419,2018-12-06,Cachoeiras de Macacu,20MG+2,1000.0,1.03,HYPOCINA COMPOSTA 5ML AP,7898122910894
184508,1574421,2018-12-06,Cachoeiras de Macacu,COMPRI,30.0,0.1026,DIPIRONA 500MG - PRATIDONAD,7898148294121
184511,1574421,2018-12-06,Cachoeiras de Macacu,AMPOLA,300.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184512,1574422,2018-12-06,Cachoeiras de Macacu,AMPOLA,500.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184515,1574422,2018-12-06,Cachoeiras de Macacu,FRASCO,15.0,0.79,DIPIRONA SODICA  500MG/ML 10ML - FARMACE,7898166040854
184558,1574468,2018-12-11,Cachoeiras de Macacu,CP,1500.0,0.0853,DIPIRONA SODICA 500MG CP,7898148294121
184568,1574478,2018-12-11,Cachoeiras de Macacu,AMPOLA,3000.0,0.4902,DIPIRONA SODICA  INJETAVEL 1G/2ML - SANTISA,7898404220147
184584,1574492,2018-12-12,Cachoeiras de Macacu,UNIDAD,1500.0,1.57,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4 MG/ML + 500 MG/ML SOL INJ X 5 ML,-1
184633,1574512,2018-12-13,Cachoeiras de Macacu,20MG+2,1200.0,1.03,HYPOCINA COMPOSTA 5ML AP,7898122910894
184638,1574512,2018-12-13,Cachoeiras de Macacu,FR,500.0,0.6,DIPIRONA SODICA 500MG/ML 10ML FR,7898166040854
184641,1574512,2018-12-13,Cachoeiras de Macacu,CP,20000.0,0.06,DIPIRONA SODICA 500MG CP,7898148294121
184682,1574525,2018-12-14,Cachoeiras de Macacu,FR,60.0,3.51,HIOSCINA + DIPIRONA 20ML,-1
184683,1574525,2018-12-14,Cachoeiras de Macacu,CP,1500.0,0.5,HIOSCINA + DIPIRONA,7898216361618
